query_index,neighbor_rank,neighbor_index,distance,query_team_hash,neighbor_team_hash,query_species,neighbor_species,neighbor_occurrence_count
0,1,46,0.3212539553642273,dca36b3fe686f36e,352e64de1fd517ea,Golurk | Torkoal | Farigiraf | Lucario | Aromatisse | Kangaskhan,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,1
23,3,53,0.5930737257003784,caf9a40c2dfa8249,8e6908b4beb4dc44,Gengar | Ninetales-Alola | Rotom-Wash | Garchomp | Incineroar | Aegislash,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,1
23,4,24,0.5962193012237549,caf9a40c2dfa8249,ed84462ffebdc79f,Gengar | Ninetales-Alola | Rotom-Wash | Garchomp | Incineroar | Aegislash,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,2
23,5,66,0.6134005784988403,caf9a40c2dfa8249,178afa1aca9318fa,Gengar | Ninetales-Alola | Rotom-Wash | Garchomp | Incineroar | Aegislash,Delphox | Sinistcha | Kingambit | Gyarados | Garchomp | Floette-Eternal,2
24,1,53,0.003679335117340088,ed84462ffebdc79f,8e6908b4beb4dc44,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,1
24,2,48,0.2254682183265686,ed84462ffebdc79f,955e89a0ec5dc754,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,Charizard | Whimsicott | Garchomp | Kingambit | Kangaskhan | Basculegion,2
24,3,50,0.2872275114059448,ed84462ffebdc79f,92786912a032174b,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,Charizard | Whimsicott | Garchomp | Glimmora | Basculegion | Sneasler,1
24,4,39,0.295055091381073,ed84462ffebdc79f,fce52b299c35e3fd,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,1
24,5,83,0.31895923614501953,ed84462ffebdc79f,fadd3b7811f330f1,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,1
25,1,78,0.2943718433380127,5073c827ba524d11,16a80bda34c55cf6,Talonflame | Basculegion | Tsareena | Corviknight | Garchomp | Floette-Eternal,Charizard | Floette-Eternal | Garchomp | Kingambit | Aerodactyl | Basculegion,2
25,2,54,0.3689926266670227,5073c827ba524d11,d934166ee98817d8,Talonflame | Basculegion | Tsareena | Corviknight | Garchomp | Floette-Eternal,Scovillain | Pelipper | Archaludon | Basculegion | Sneasler | Aerodactyl,1
25,3,48,0.37040430307388306,5073c827ba524d11,955e89a0ec5dc754,Talonflame | Basculegion | Tsareena | Corviknight | Garchomp | Floette-Eternal,Charizard | Whimsicott | Garchomp | Kingambit | Kangaskhan | Basculegion,2
25,4,53,0.39306914806365967,5073c827ba524d11,8e6908b4beb4dc44,Talonflame | Basculegion | Tsareena | Corviknight | Garchomp | Floette-Eternal,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,1
25,5,24,0.39657318592071533,5073c827ba524d11,ed84462ffebdc79f,Talonflame | Basculegion | Tsareena | Corviknight | Garchomp | Floette-Eternal,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,2
26,1,77,0.2777476906776428,659d1a88a3f25a47,80d3ca348213d5fd,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,Aggron | Dragapult | Sylveon | Pelipper | Slowking-Galar | Sinistcha-Masterpiece,1
26,2,74,0.33782684803009033,659d1a88a3f25a47,d3acf28d1e746d6e,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,Aggron | Sylveon | Incineroar | Garchomp | Talonflame | Lucario,1
26,3,73,0.4136818051338196,659d1a88a3f25a47,c3539a4a9c794700,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
26,4,47,0.4275086522102356,659d1a88a3f25a47,3f5bf5a63ada1032,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,1
26,5,41,0.4624606966972351,659d1a88a3f25a47,ac702d77c3ea10ab,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
27,1,70,0.4349198341369629,1704eee3d088e6d6,a0ee9a9c4be51840,Chandelure | Torkoal | Arcanine-Hisui | Incineroar | Rotom-Heat | Scovillain,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
27,2,69,0.48739320039749146,1704eee3d088e6d6,8bd96d5ac9738765,Chandelure | Torkoal | Arcanine-Hisui | Incineroar | Rotom-Heat | Scovillain,Sylveon | Aerodactyl | Camerupt | Kommo-o | Oranguru | Sableye,1
27,3,40,0.5066526532173157,1704eee3d088e6d6,17179e9bb791e30b,Chandelure | Torkoal | Arcanine-Hisui | Incineroar | Rotom-Heat | Scovillain,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,1
27,4,26,0.5132877826690674,1704eee3d088e6d6,659d1a88a3f25a47,Chandelure | Torkoal | Arcanine-Hisui | Incineroar | Rotom-Heat | Scovillain,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,1
27,5,73,0.5218709707260132,1704eee3d088e6d6,c3539a4a9c794700,Chandelure | Torkoal | Arcanine-Hisui | Incineroar | Rotom-Heat | Scovillain,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
28,1,4,0.31698286533355713,c66b89361c2c0ce6,52bf8b5c32fbcd05,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,1
28,2,19,0.3814287781715393,c66b89361c2c0ce6,976c6a3a32acc1e3,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,1
28,3,41,0.3895437717437744,c66b89361c2c0ce6,ac702d77c3ea10ab,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
28,4,12,0.39745503664016724,c66b89361c2c0ce6,570ed60f0ed77b54,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,3
28,5,58,0.4136582016944885,c66b89361c2c0ce6,0f5f8edd2d734bd4,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,Starmie | Archaludon | Sableye | Pelipper | Sneasler | Garchomp,1
29,1,79,0.4347858428955078,18260bbf4eb33fee,5fe864f2208ce0cb,Gengar | Maushold-Four | Politoed | Incineroar | Hatterene | Ninetales-Alola,Gengar | Whimsicott | Incineroar | Rotom-Wash | Skarmory | Garchomp,1
29,2,7,0.4717658758163452,18260bbf4eb33fee,2d2b660408c573f9,Gengar | Maushold-Four | Politoed | Incineroar | Hatterene | Ninetales-Alola,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,1
29,3,77,0.49651193618774414,18260bbf4eb33fee,80d3ca348213d5fd,Gengar | Maushold-Four | Politoed | Incineroar | Hatterene | Ninetales-Alola,Aggron | Dragapult | Sylveon | Pelipper | Slowking-Galar | Sinistcha-Masterpiece,1
29,4,94,0.5660817623138428,18260bbf4eb33fee,eb751673ff5da07b,Gengar | Maushold-Four | Politoed | Incineroar | Hatterene | Ninetales-Alola,Hawlucha | Incineroar | Snorlax | Sableye | Politoed | Gengar,1
29,5,31,0.5776754021644592,18260bbf4eb33fee,d68f7b3ed4ee2ce7,Gengar | Maushold-Four | Politoed | Incineroar | Hatterene | Ninetales-Alola,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,4
30,1,31,0.49101418256759644,9635401e178dcfdc,d68f7b3ed4ee2ce7,Dragonite | Politoed | Rotom-Mow | Lucario | Basculegion-F | Weavile,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,4
30,2,94,0.5231482982635498,9635401e178dcfdc,eb751673ff5da07b,Dragonite | Politoed | Rotom-Mow | Lucario | Basculegion-F | Weavile,Hawlucha | Incineroar | Snorlax | Sableye | Politoed | Gengar,1
30,3,86,0.6381606459617615,9635401e178dcfdc,10f2fbf322898467,Dragonite | Politoed | Rotom-Mow | Lucario | Basculegion-F | Weavile,Sableye | Archaludon | Basculegion | Pelipper | Dragonite | Sinistcha,1
30,4,46,0.6701583862304688,9635401e178dcfdc,352e64de1fd517ea,Dragonite | Politoed | Rotom-Mow | Lucario | Basculegion-F | Weavile,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,1
30,5,77,0.6704297661781311,9635401e178dcfdc,80d3ca348213d5fd,Dragonite | Politoed | Rotom-Mow | Lucario | Basculegion-F | Weavile,Aggron | Dragapult | Sylveon | Pelipper | Slowking-Galar | Sinistcha-Masterpiece,1
31,1,77,0.41224396228790283,d68f7b3ed4ee2ce7,80d3ca348213d5fd,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,Aggron | Dragapult | Sylveon | Pelipper | Slowking-Galar | Sinistcha-Masterpiece,1
31,2,47,0.4129366874694824,d68f7b3ed4ee2ce7,3f5bf5a63ada1032,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,1
31,3,30,0.49101418256759644,d68f7b3ed4ee2ce7,9635401e178dcfdc,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,Dragonite | Politoed | Rotom-Mow | Lucario | Basculegion-F | Weavile,2
31,4,26,0.516284704208374,d68f7b3ed4ee2ce7,659d1a88a3f25a47,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,1
31,5,41,0.5264463424682617,d68f7b3ed4ee2ce7,ac702d77c3ea10ab,Volcarona | Lucario | Basculegion-F | Krookodile | Clefable | Rotom-Mow,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
32,1,69,0.5208464860916138,d642e602096c71c5,8bd96d5ac9738765,Blastoise | Farigiraf | Pelipper | Sneasler | Sinistcha | Delphox,Sylveon | Aerodactyl | Camerupt | Kommo-o | Oranguru | Sableye,1
32,2,57,0.5438926219940186,d642e602096c71c5,c5560cd78e4c96b5,Blastoise | Farigiraf | Pelipper | Sneasler | Sinistcha | Delphox,Delphox | Whimsicott | Sinistcha | Rotom-Wash | Garchomp | Farigiraf,1
32,3,36,0.5477339029312134,d642e602096c71c5,d2aa2deae1f55de2,Blastoise | Farigiraf | Pelipper | Sneasler | Sinistcha | Delphox,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,1
32,4,13,0.5545235872268677,d642e602096c71c5,0d527b3a3477ed15,Blastoise | Farigiraf | Pelipper | Sneasler | Sinistcha | Delphox,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,9
32,5,49,0.579208254814148,d642e602096c71c5,e9873f520153bdc0,Blastoise | Farigiraf | Pelipper | Sneasler | Sinistcha | Delphox,Archaludon | Pelipper | Sneasler | Sinistcha | Blastoise | Farigiraf,1
33,1,98,0.3666967749595642,47911ee82d65f50a,67cadcf31deda539,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,Politoed | Archaludon | Weavile | Chimecho | Torterra | Azumarill,1
33,2,0,0.4032517075538635,47911ee82d65f50a,dca36b3fe686f36e,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,Golurk | Torkoal | Farigiraf | Lucario | Aromatisse | Kangaskhan,2
33,3,46,0.40911948680877686,47911ee82d65f50a,352e64de1fd517ea,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,1
33,4,77,0.5086540579795837,47911ee82d65f50a,80d3ca348213d5fd,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,Aggron | Dragapult | Sylveon | Pelipper | Slowking-Galar | Sinistcha-Masterpiece,1
33,5,26,0.5468346476554871,47911ee82d65f50a,659d1a88a3f25a47,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,Alakazam | Liepard | Dragapult | Incineroar | Milotic | Skarmory,1
34,1,57,0.3269485831260681,64009bd3514e42ac,c5560cd78e4c96b5,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,Delphox | Whimsicott | Sinistcha | Rotom-Wash | Garchomp | Farigiraf,1
34,2,15,0.3899223804473877,64009bd3514e42ac,b3f9627c83053672,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,2
34,3,3,0.41518908739089966,64009bd3514e42ac,7570a0d953203ed0,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,1
34,4,7,0.4716578722000122,64009bd3514e42ac,2d2b660408c573f9,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,1
34,5,5,0.5963388681411743,64009bd3514e42ac,8db3485f91224b02,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,Tsareena | Typhlosion-Hisui | Tauros-Paldea-Aqua | Floette-Eternal | Dragapult | Whimsicott,1
35,1,95,0.44011813402175903,b18e3c651392fa64,74abed4000fdc759,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,Lopunny | Archaludon | Pelipper | Sinistcha | Incineroar | Aegislash,1
35,2,49,0.4792044758796692,b18e3c651392fa64,e9873f520153bdc0,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,Archaludon | Pelipper | Sneasler | Sinistcha | Blastoise | Farigiraf,1
35,3,88,0.48977458477020264,b18e3c651392fa64,ad0c9bfb004cf758,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,Sableye | Archaludon | Basculegion | Pelipper | Sinistcha | Dragonite,1
35,4,43,0.5475138425827026,b18e3c651392fa64,7bfbc46af7c8c27b,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,Pelipper | Basculegion | Meganium | Sneasler | Dragonite | Kingambit,2
35,5,22,0.5506793260574341,b18e3c651392fa64,7b55959832ba42ff,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,1
36,1,49,0.18664312362670898,d2aa2deae1f55de2,e9873f520153bdc0,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,Archaludon | Pelipper | Sneasler | Sinistcha | Blastoise | Farigiraf,1
36,2,84,0.3086792826652527,d2aa2deae1f55de2,f782d37fabb0ec3c,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,Blastoise | Farigiraf | Basculegion | Pelipper | Archaludon | Sableye,1
36,3,95,0.47934991121292114,d2aa2deae1f55de2,74abed4000fdc759,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,Lopunny | Archaludon | Pelipper | Sinistcha | Incineroar | Aegislash,1
36,4,88,0.48154038190841675,d2aa2deae1f55de2,ad0c9bfb004cf758,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,Sableye | Archaludon | Basculegion | Pelipper | Sinistcha | Dragonite,1
36,5,12,0.4824105501174927,d2aa2deae1f55de2,570ed60f0ed77b54,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,3
37,1,86,0.384734570980072,6882fcbf0a57cea4,10f2fbf322898467,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,Sableye | Archaludon | Basculegion | Pelipper | Dragonite | Sinistcha,1
37,2,67,0.44597846269607544,6882fcbf0a57cea4,67c6cb24d6437893,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,Floette-Eternal | Incineroar | Garchomp | Talonflame | Milotic | Aegislash,1
37,3,90,0.45748382806777954,6882fcbf0a57cea4,c2f91708ff1de60c,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,Corviknight | Garchomp | Sylveon | Basculegion | Incineroar | Sneasler,1
37,4,92,0.494482159614563,6882fcbf0a57cea4,3d9bf5c9e331e243,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,Kingambit | Sylveon | Farigiraf | Floette-Eternal | Incineroar | Basculegion,1
37,5,88,0.49555152654647827,6882fcbf0a57cea4,ad0c9bfb004cf758,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,Sableye | Archaludon | Basculegion | Pelipper | Sinistcha | Dragonite,1
38,1,10,0.3967450261116028,3a3de686c64e9ca2,0bd00b4502acf9f3,Mimikyu | Rotom-Wash | Delphox | Garchomp | Kingambit | Sneasler,Mimikyu | Rotom-Wash | Delphox | Garchomp | Scizor | Aerodactyl,1
38,2,44,0.43436139822006226,3a3de686c64e9ca2,7a9e249b48057e6b,Mimikyu | Rotom-Wash | Delphox | Garchomp | Kingambit | Sneasler,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,1
38,3,24,0.4502617120742798,3a3de686c64e9ca2,ed84462ffebdc79f,Mimikyu | Rotom-Wash | Delphox | Garchomp | Kingambit | Sneasler,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,2
38,4,53,0.45796144008636475,3a3de686c64e9ca2,8e6908b4beb4dc44,Mimikyu | Rotom-Wash | Delphox | Garchomp | Kingambit | Sneasler,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,1
38,5,78,0.4592744708061218,3a3de686c64e9ca2,16a80bda34c55cf6,Mimikyu | Rotom-Wash | Delphox | Garchomp | Kingambit | Sneasler,Charizard | Floette-Eternal | Garchomp | Kingambit | Aerodactyl | Basculegion,2
39,1,83,0.006905913352966309,fce52b299c35e3fd,fadd3b7811f330f1,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,1
39,2,2,0.09189701080322266,fce52b299c35e3fd,7478a4ee98b254ca,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,Sneasler | Garchomp | Basculegion | Glimmora | Charizard | Whimsicott,21
39,3,50,0.1528761386871338,fce52b299c35e3fd,92786912a032174b,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,Charizard | Whimsicott | Garchomp | Glimmora | Basculegion | Sneasler,1
39,4,48,0.19246435165405273,fce52b299c35e3fd,955e89a0ec5dc754,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,Charizard | Whimsicott | Garchomp | Kingambit | Kangaskhan | Basculegion,2
39,5,24,0.295055091381073,fce52b299c35e3fd,ed84462ffebdc79f,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,2
40,1,47,0.24672311544418335,17179e9bb791e30b,3f5bf5a63ada1032,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,1
40,2,46,0.28793346881866455,17179e9bb791e30b,352e64de1fd517ea,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,1
40,3,7,0.32623744010925293,17179e9bb791e30b,2d2b660408c573f9,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,1
40,4,70,0.3431434631347656,17179e9bb791e30b,a0ee9a9c4be51840,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
40,5,73,0.3626211881637573,17179e9bb791e30b,c3539a4a9c794700,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
41,1,73,0.264987587928772,ac702d77c3ea10ab,c3539a4a9c794700,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
41,2,4,0.28875207901000977,ac702d77c3ea10ab,52bf8b5c32fbcd05,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,1
41,3,47,0.36643046140670776,ac702d77c3ea10ab,3f5bf5a63ada1032,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,1
41,4,70,0.3737500309944153,ac702d77c3ea10ab,a0ee9a9c4be51840,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
41,5,28,0.3895437717437744,ac702d77c3ea10ab,c66b89361c2c0ce6,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,1
42,1,18,0.5383138656616211,4c67a97cb692851e,6af3415d062c122e,Aegislash | Hydreigon | Gardevoir | Abomasnow | Pelipper | Archaludon,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,2
42,2,75,0.5398803949356079,4c67a97cb692851e,0852556e42be201c,Aegislash | Hydreigon | Gardevoir | Abomasnow | Pelipper | Archaludon,Chandelure | Chesnaught | Aerodactyl | Milotic | Sylveon | Torkoal,1
42,3,33,0.5489545464515686,4c67a97cb692851e,47911ee82d65f50a,Aegislash | Hydreigon | Gardevoir | Abomasnow | Pelipper | Archaludon,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,1
42,4,49,0.563246488571167,4c67a97cb692851e,e9873f520153bdc0,Aegislash | Hydreigon | Gardevoir | Abomasnow | Pelipper | Archaludon,Archaludon | Pelipper | Sneasler | Sinistcha | Blastoise | Farigiraf,1
42,5,36,0.5895424485206604,4c67a97cb692851e,d2aa2deae1f55de2,Aegislash | Hydreigon | Gardevoir | Abomasnow | Pelipper | Archaludon,Sinistcha | Pelipper | Toxicroak | Farigiraf | Blastoise | Archaludon,1
43,1,52,0.3353492021560669,7bfbc46af7c8c27b,2bdaf2f2c2a86e6e,Pelipper | Basculegion | Meganium | Sneasler | Dragonite | Kingambit,Aerodactyl | Meganium | Basculegion | Sneasler | Farigiraf | Kingambit,1
43,2,35,0.5475138425827026,7bfbc46af7c8c27b,b18e3c651392fa64,Pelipper | Basculegion | Meganium | Sneasler | Dragonite | Kingambit,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,1
43,3,84,0.5999341011047363,7bfbc46af7c8c27b,f782d37fabb0ec3c,Pelipper | Basculegion | Meganium | Sneasler | Dragonite | Kingambit,Blastoise | Farigiraf | Basculegion | Pelipper | Archaludon | Sableye,1
43,4,12,0.6003916263580322,7bfbc46af7c8c27b,570ed60f0ed77b54,Pelipper | Basculegion | Meganium | Sneasler | Dragonite | Kingambit,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,3
43,5,89,0.6328772306442261,7bfbc46af7c8c27b,ed60f837af6ac454,Pelipper | Basculegion | Meganium | Sneasler | Dragonite | Kingambit,Sneasler | Kingambit | Basculegion | Aerodactyl | Charizard | Sylveon,1
44,1,78,0.21784871816635132,7a9e249b48057e6b,16a80bda34c55cf6,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,Charizard | Floette-Eternal | Garchomp | Kingambit | Aerodactyl | Basculegion,2
44,2,24,0.3522477149963379,7a9e249b48057e6b,ed84462ffebdc79f,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,2
44,3,71,0.35393226146698,7a9e249b48057e6b,ee32120317afa214,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,Venusaur | Incineroar | Sneasler | Charizard | Milotic | Garchomp,1
44,4,50,0.35636115074157715,7a9e249b48057e6b,92786912a032174b,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,Charizard | Whimsicott | Garchomp | Glimmora | Basculegion | Sneasler,1
44,5,53,0.357033908367157,7a9e249b48057e6b,8e6908b4beb4dc44,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,1
45,1,91,0.5528139472007751,071631a04d65b68a,3cc7784784d57fbe,Archaludon | Blastoise | Garchomp | Sableye | Hippowdon | Sneasler,Floette-Eternal | Garchomp | Milotic | Volcarona | Aerodactyl | Aegislash,1
45,2,8,0.5673556327819824,071631a04d65b68a,180863b74c34fa90,Archaludon | Blastoise | Garchomp | Sableye | Hippowdon | Sneasler,Tyranitar | Garchomp | Corviknight | Milotic | Incineroar | Venusaur,1
45,3,90,0.5855020880699158,071631a04d65b68a,c2f91708ff1de60c,Archaludon | Blastoise | Garchomp | Sableye | Hippowdon | Sneasler,Corviknight | Garchomp | Sylveon | Basculegion | Incineroar | Sneasler,1
45,4,65,0.6100456714630127,071631a04d65b68a,e3f1bb426fdde045,Archaludon | Blastoise | Garchomp | Sableye | Hippowdon | Sneasler,Garchomp | Tyranitar | Corviknight | Oranguru | Primarina | Chimecho,2
45,5,54,0.628929615020752,071631a04d65b68a,d934166ee98817d8,Archaludon | Blastoise | Garchomp | Sableye | Hippowdon | Sneasler,Scovillain | Pelipper | Archaludon | Basculegion | Sneasler | Aerodactyl,1
46,1,40,0.28793346881866455,352e64de1fd517ea,17179e9bb791e30b,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,1
46,2,0,0.3212539553642273,352e64de1fd517ea,dca36b3fe686f36e,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,Golurk | Torkoal | Farigiraf | Lucario | Aromatisse | Kangaskhan,2
46,3,33,0.40911948680877686,352e64de1fd517ea,47911ee82d65f50a,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,Garganacl | Archaludon | Hippowdon | Gardevoir | Farigiraf | Sableye,1
46,4,47,0.41646093130111694,352e64de1fd517ea,3f5bf5a63ada1032,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,1
46,5,73,0.48897647857666016,352e64de1fd517ea,c3539a4a9c794700,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
47,1,73,0.2018449902534485,3f5bf5a63ada1032,c3539a4a9c794700,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
